clean_tweet,class
bitch what u gone say bitch for. were on the phone bitch. cuz to the let these mfs know,1
physical amp bed rt these bitches frame is trash! skinny,1
na if you a hoe you sittin on the floor and not my damn couuuuuch,1
ik his bitch ass saw me mentioned his tall ass,1
rt when people say coloured,2
i asked my two best friends to describe me in three words i get back boss ass bitch and short feisty and mexican. i love my friends.,1
rt people who would vote for charlie crist and michelle nunn are why our founders did not put a right to vote in our constitut,2
rt bitches be fake af,1
not bit of courtesy from any of these bainbridge isl. ferry riders... fuck em next time i think s gonna break down paybacks a bitch,1
what time is your bonfire saturday hoe?,1
rt u want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,1
picture time outside of metro fucking fags,1
rt we dont want no skinny bitches get out! we want big booty bitches!,1
i have yet to understand why so many bytches getting the bull piercing? its called a septic or something like that ...,1
rt i know if my bf breaks up w me ill become the biggest hoe of all time ampprobably fuck anyone who looks my way bc id be s,1
ref finally calls it when its an arm ball but those hoes didnt count the hand ball in the mexico game. k yesiamstillsalty,1
fuck all you hoes who keep giving my number to these colleges lmao,1
motherfuckas tryna hate on my whip acting like they got cooler interiorlight up speakers hell nah bitch boys,1
ur seriously a fagdont hate,1
you far asf too nigguh,1
these cheetos taste likka steak right nah boy these bitches going dumb!!,1
i hope charlie brought the lube for this test...,2
beyonc more of a hipster bitch wit no hips these days,1
no more speculation. no more mock drafts. its finally draft day. bortleskombat stormwarning builtbyucf chargeon,2
hell yeah im being a pussy cat today.. dont forget a sexy one,1
bitch you still subtweets but not replying though,1
who shot john lookin ass hoe,1
bitch look homeless and u say meth not weed ur a fucking discrimination to american but enough of the bull shit what up fuk boy,1
cant stand that asian dude just now faggot gives me attitude cause i almost forgot my water fuck u faggot if i wasnt on stage,0
damn change change niccas,1
rt i think imma patent disposable douche in ketchup type packages. bitches can be sanitary and discreet. for the hoe onthe,1
that hoe over that,1
i say k.michelle is manly because she doesnt act like a lady.shes too foul at the mouth and violent.ill have to beat the bitch.,1
nigga i got pill poppin bitches in the backkkk of the cherokee,1
rt youre such a bitch me,1
bitch ion got no attitude sorry hoe im shaded rn,1
screw the ragheads.,0
bad bitch good head i think she ah keeper !,1
rt all bitches wanna do is beef over niggas grow tf up a get ya priorities straight,1
rt point proven ima catch you bitch rt ok bud,1
for all we know this nigga a rapist. yall hoes dumb melts,0
you gotta block dumb hoes,1
okay so maybe not every in losangeles is evil. but i would of the people ive encountered have been trash another barely human.,2
rt seeeeee man. niggas a lose they bitch over a bitch thats not even worth it,1
we gunna laff at chavarubio beaner supporters in a min,2
rt if your pussy was a book id read up on it,1
rt girls who vapegtgt only faggots say some pussy shit like that i swear.,1
hoes be like my niggas cant have no hoes... but that how he meet yo ass!,1
im a stretch that pussy out,1
get the fuck over yourself fag. youre an undercover hooker and actually use weave cause youre balding. you are not cute.,1
pussy,1
they some bitch ass niggas,1
rt porn star is fancy talk for professional hoe.,1
its obvious the bitch is still immature and havent let go of the past yet. just face it. you fucked up a good thing,1
happy birthday little bitch boy,1
big bitches be sayin why yo eyes all on my stomach? bitch why yo stomach all in my eyes,1
europeans tastetest americas most white trash snacks via this is hilarious! foodieish,1
good luck coming to see us in vegas. thats where all the bitches are at,1
rt pick hoe lets gooo,1
i looked retarded,1
if you can fuck my bitch cause nigga im the shit ill salute ya,1
i like how his tattoo on his head forms a mullet. white trash people can be so entertaining sometimes,1
rt this tall goofy bitch just walked in the club sit your britney griner lookin ass down,1
now im chewy high with a hard ass dick. ooh there goes my pager could it be a trick bitch?,1
idgaf what your name is scary ass give me a real address hoe,1
rt . was daddy still being an abusive rageaholic in hospice or just making doody in his diapers like a good fag h,1
happy birthday fag love ya,1
up your ass you little twat,1
bitch fuck you amp your dad.,1
life is a bitch.... but i appreciate her mayne.,1
cant you see these hoes wont change,1
every gook in losangeles should be deported or killed.,0
cute dumb females trash.,2
this nigga over here telling me he dont fuck with this bitch . when he do . or maybe she lying lol,0
rt stay safe and remember if u a girl and u on ur period dont go to a party and..bitch jus stay home u gross as shit,1
memorial weekend early bird wine walk price is still available! we have participating locations,2
really thats why we got side hoes,1
bitches at ricks in justice tank tops tho,1
rt whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely,1
i hear the same thing day in and day out.... its for the birds.,2
if he has a girlfriend dont be a hoe and text him yanno who u r,1
hold up lebron aint at dwade wedding if he got uninvited for leaving miami thats some hoe shit see yall so quick to call some brother,1
all these bitches want love from scrappy .,1
rt if you dont rt cat tweets youre just a big pussy,1
pornandroidiphoneipadsexxxx hairy hairy pussy,1
work be having a bitch enervated and shit.,1
you cant spell patrick without trick so trick or treat bitch,1
lmao slow new day for madonna fans huh? collaborating with siri? haha that sounds retarded. so she may oray not use a sound sample.,1
ion have a fb niggas on twitter aint worried about me amp them ig nigga foe everybody so try again my bffl got the hoes,1
momma always told me i was crazy and the hoes say im amazing but i dont listen to a lady,1
im cold as a bitch and dont even need a fleece and if she a bad bitch tell her drop to yo knees.,1
riding wit my old dude .. dis nicca bangin freshprince summertime,1
all the bad bitches are in the gym between u know why they aint got no job,1
my momma aint raise no hoe,1
rt mila kunis has heterochromia iridum which gives her two different colored eyes. one eye is green the other is brown.,2
and then everyone bitches anyways. the guy cant win with the fans we have. we would run revis out of here in his prime,1
bum bitch wont even my type,1
they gotta sell they ugliness ugly bitches be the most stuck up ... like bish what,1
rt some of you bitches arent built to wear certain shit.,1
if the get dempster they just look like theyre getting older. smh bring some youth!!! mlb,2
youre racist against white people whigger. antiracist is a codeword for antiwhite. antizionist is a codeword for antisemite.,0
that hoe out there fat trel said it best.,1
why did you release my nudes you cunt...?,1
pussy so good got me running through the hood,1
rt nah we still up. rt all the flat booty bitches asleep yet or nah? nope we outchea,1
rt my favorite shark is megaldon my least favorite is a mud shark. they are the worst,2
rt my dick is called abusive cat owner because it always beats the pussy up.,1
what u doing bitch boy,1
i hate people who talk loud ignorant ass mother fuckers and ghetto people.,1
rt when she says she not a hoe,1
bitch you subtweeted him,1
rt dont put the pussy on a pedestal homie,1
no not at all. its a slippery slope. just dont want to lose my right to self defense. st its background checks then?,2
i ordered chocolate chip cookies amp this bitch gave me fries smh i couldnt even take the shit back because i was gon be late for work,1
rt my main bitch and my side bitch mad at me but i could give two fucks twofucks,1
rt when bae calls chinese food in your phone and your side hoe answers in a chinese accent amp takes your order..,1
rt kiara has small chubby fingers bitch,1
rt one good woman is worth a thousand bad bitches......but i still wanna fuck a thousand bitches,1
rt this vodka be having all the hoes bent over,1
youre such a darkie.,1
work gets me through those rough days hahaha hoes,1
ill go to class the last minutes of that hoe,1
not taking franks advice and he ate the yellow snow.,2
for two year old oreos?,2
rt when i make a paper ball in the trash can,2
i learnt about birds as a child. best time to learn,2
i hate when i see a cold hoe tryna kick knowledge,1
yeah so quit being a bitch and edit.,1
we bout to be the next chik fil a lmao. couple of fags said we told them if they didnt like their food to get out. never happened,1
rt spit da same game to hoes like da same clothes money bring power so we like a bankroll,1
seaside smell like stank ass pussy bruh,1
yall niccas spark up,1
lmao yes i kind of like it its not that ghetto yet amp they are and then he says u feel me,2
had to unfollow that bitch .. thot bitch got me fired from sonicshe mustve tweeted,1
all the hoes know who i rock wit,1
whheeet bitch you lying,1
rsurge for charlie bakerr of points in demostate mass against coakleyd! dog via,2
i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans,1
rt rt yea i got big hands lol im a big bitch lol im not gon have small hands,1
pinto grigio dreams turned into moscato reality,2
got these bad bitches waiting on me,1
oh you spelled give wrong psh thought id be a bitch,1
dress shirt saggy jeans backwards yankee hat now thats lifting swag,2
rt yaaass bitch yaasss soulja boy be having me so turnt,1
my chest rt ima make a song called perez hilton and its gonabe about a gay party boy whos a fat slut with no bitches.,1
rt lowkey apple made ios like this so niggas get caught and have to buy their bitches iphone s to make up,1
e . motor and tranny i have a . triton motor and transmission with miles that came off a e...,2
rt if these drop a song together bitches will never run out of quotes,1
im on this hoe like this every night just be tweeting bullshit,1
if she aint yo lady u better not text her ass good morning quit treating these side hoes like wifey material,1
lmao if the shoes fit? lace them bitches up. im talking in general,1
rt breaking louisville coach charlie strong is expected to accept texas job according to espn amp media reports,2
rt i just roasted a hoe,1
rt when ya side hoe tryna act up,1
rt dont try too fuck with me amp got a million and two bitches because i will tell them all.. i promise i will,1
some cunt go get me amber leaf and papers? cani be arsed walking to nisa lazy,1
this guy would so get a show on spike if they could somehow revive the son of a bitch. id watch.,1
no summer school? eat a dick school. im done with your bitch ass !!!!!!,1
aahahah who the fuck watches that trash?,1
rt cant trust none of these hoes,1
dick so little ugly hoes tryna find me.,1
smells meaty up in dis bitch,1
if you are descended from anything less than european nobility andor royalty then you are nontitled common gutter trash.,2
ate the receivers really fast or is pass coverage trash?,2
rt nigga screamed like a lil bitch lol,0
yall think would call my daughter a nigger?,1
latina bitches only,1
rt so yams are ass or pussy?,1
fck dem old hoes..... no double entree...,1
inch that bitch out and flick it wit my tongue like a damn pinada,1
rt just saw someone riding a bike while wearing camo the bitch is asking to get hit!,1
lol what bitches yea go get the bouncer we were eye ballin your clearly pussy ass,1
stegosaurus hissed like a snake pterodactyl sounded like a crowtrex like a cross between a parrot and an elephant,2
i mean i like to get nasty but tooting my ass up in a bitch face aint in my freaky zone,1
shes the key to world peace. rt hippo is such a pussy magnet gawd,1
rt peace out then faggot,1
let one of them dingy real nigger dogs catch it. miss torah dont want that thot shit,1
u know that pussy good when it sound like u mixing spaghetti when u hit it lol,1
yall partners in crime thats my bitch she cant ride solo,1
rt obama says hes irritated but does not feel repudiated after losing senate video a,2
i was bout to smack a bitch.,1
listen cuntrag whore bitch shit be expensive as fuck man. we had to do pr first that one year this year was the wedding so.,1
rt bitch fucking fuck brandeis. go o connor. fuck o connor. fuck brandeis. just kidding htown helotes flexes bitch.,1
then learn to read bitch,1
lmfaooo nigga rt nigga yo lips look like a charcoal bitch pussy.,1
hoe ass nigga.,1
im such a retard sometimes.,2
fuck niggah add it up..gtgtgt,1
im not a bitch like lol sorry not sorry tried to give him a hint that i didnt want to speak to him so idc,1
anglosaxon mike oz,2
you dodge a bullet all da bitches i cut off pregnant or bound to be ....thank god,1
rt texting bitches at making their wish come true.,1
rt you got niggas amp i got bitches,0
rt this ghetto jeopardy shit wack.,1
trash aint it,2
man get yo bitch ass out my mf mentions man with all tht bs u trippin,1
rt lol bitch youve put lotion on my butt amp orajel in my mouth. youd paint my toes,1
pornandroidiphoneipadsexxxx bbw brazilian bbw babe drilled in pussy and ass,1
rt i dont understand how bitches find the time to worry about what another bitch is doing,1
rt it amazes me how niggas can fuck w every bitch but when a nigga try to talk to his bitch he wanna cry about it i need answers,1
these la bitches thirsty for a hit single,1
i dont like when niggahs be like where yo bitch at ? na ill check you on that idc who you is mine you...,1
. al qaedas market share is dropping faster than viacom amp enron in the jihadi stock market,2
is that all u can say twat?,1
just found out has an australian president! hoosiers are my team hoosierstate indiana iu iubb big tonight!,2
rt i make the pussy cringe,1
heard that bitch gtta thang for them boss niggas,0
find a new hillbilly!! spiritweek!!,2
these chicks use what they got to get what they want. bunch of ronnie amp trickz ass hoes.,1
rt if one of your followers sell pussy but hop on twitter like they got all the morals and class,1
rt my uncle taught me abt sex. he said the birds fuck the bees. then he told me he banged a girl so hard her freckles c,1
rt in which i refresh dhimmi seattle mayor ed murrays poor memory of citys long history as a jihadi breeding groundgt h,2
blah. if people are determined to think of you as a condescending bitch its their loss.,1
every good story starts off with so this bitch... lol,1
dyke ron,1
damn those shiner rock those bud light platinum and that ciroc,2
everytime i fuck i gotta hit me at least two bitches,1
i realized tacal is a bitch,1
would i be a bitch if i said yea but never told you where i stay at?,1
i dog hoes not one but all hoes,1
. find one where be beat nathan moons head into the ice too. ol andrew is straight trash as far as hockey.,2
rt so i could catch a round with half these pussies out here,1
vince what is the general feeling of the natives that you know in regards to the term redskins? offensive to them or not?,1
just saw a lady that looks like honey boo boos mom. goddamn that bitch is ugly.,1
rt cc rosemary lehmberg rt ill show you how to chug a beer motherfker! beerfest,1
i like a hoe that like a hoe just for my amusement,1
we in dat bitch my dude!!!,1
fake pics get off my tl u r dismissed muzzie.,2
teaching that pretend son to b a pussy! his son would have lace on his jock strap!,0
may i jump in u ballless dickwad? as a conservative feminist disabled vet bitch i wish u luck with a capital f.,0
you should probably go clean your nasty pussy and not worry about wtf im doing.,1
niggahs stay thinkin i want they girl not nevvvvva niggah .,1
whyihateinstagram it can make a bitch cheat up to four points on the scale of to,1
the only part of the awards that i liked was the dykes part of the cypher amp the old skool female mcs.,1
dog i think its a nigga dyke i was wondering the same rt is the person that sing no flex zone a male or female?,1
i woke up and she was already pregnant fuck dat bitch,1
look at this pussy,1
only if its funny tweets about ashy niggers,1
wow my dad just racked me what a fag,1
pussy like girls zaaaammnn is my pussy gay,1
unless bitch is a word for awesome they are wrong,1
rt a milf is a sexy ass mom over . if youre youre just a bitch with a baby.,1
if the world was free of sucka free it would be just me and my nigs left,1
going comfortable then a hoe today gotta be relaxed for prom,1
leave the bitchen to bitches,1
rt rt a piece of pussy,1
rt diii bitches,1
rt getting ready for the annual heart and sole luncheon cle with,2
rt my roommate is having sex and im eating oreos. its gonna be a great year! kutztown university,2
females act like they never seen a nicca who raise they kids .. the reaction makes me laugh every time,1
its uno shawty id drop my imaginary hoes,1
tounge punching smelly turtle pussy,1
forget that bitch and come get some of this white chocolate,1
ill slit your throatneck,2
talkin bout the retard your sittin on,1
charlie and i! love that dog!!,2
hidey hidey hoe! white folk be all noyvous round coloreds,1
the bitch mob is bad for your health,1
all a nicca need is time .. bepatient,1
hell no! where is the pussy print page?,1
i got your moms ass on my breath pussy,1
why are you showing yankees game in arizona when you promo washington huskies game? i bet would want my business,2
some douche cubs redneck cubs fan freaked out asking if bites..... no you bloody berk!!! hes like the,2
rt this tweet was a booby trap and i caught hoes.,1
i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck,1
im obviously not talking about cod because that game is for queers.,0
reading the ut sexual assault case takes me back college.ill never forget d walk would say dont run trains on them hoes.straight trouble,1
rt art thou the bird whom man loves bestthe pious bird with t scarlet breast our robinthat leaves these summer winds sobbing,2
get to hit any bitch on campus he wants to,1
vegas in days bitches.,1
rt pau a hoe. how u gon play after the trade deadline i dislike that guy. yea he helped bring two chips but he soft a,1
rt when you listening to a bitch complaining about a nigga that aint even hers.,1
rt yall hoes need to get out more. there so much more to life than being a fuckin hater. go get yours.,1
we should change that to bitch about everything. for example my girlfriend dont like the crew i hang with she bae,1
just like a bitch. typical shit. stepping in place. elliptical shit. wizard of hearts. mythical shit. watch yourself. mystical shit.,1
scrappy mom run all his bitches away,1
rt rt my chest rt kobe getting docked k for calling ref a faggot rt what do yall co,1
dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya its happend,1
this this this. pack it up and head to nyc please. enjoy being called a hick for a few years come home humbled. plans,2
if you get into an argument with someone and say have a nice life amp good luck in ohio. thats a fuck you bitch leave.,1
gimme one with his mouth closed i cant draw teeth without making them look retarded omf,1
baseball isnt the same without the yankees in the playoffs amp basketball isnt the same without the lakers in em.,2
me and my nigguh stay doin it,1
rt wtf is boy pussy ? lmao you atl nigga sick,1
i dont be crying over stripper bitches that left me for dudes with money tho. and. singing about it.,1
rt rihanna is a talented hoe,1
im gonna go ape shit if there is an if uchida,1
reason for why he only rap about pussy... what am i supposed to talk about? smh how bout you make music that aint negative!,1
i stay away from bitches that be insecure i be wildning out in public say im immature.,1
rt myspace died a couple of years ago. facebook in the hospital. twitter at the strip club throwing ones at the big booty hoe,1
no more hoes n oz,1
if you want it come and buy it aint no mufuckin fronting nowadays niccas playing games about a few hunned! loud,1
and why would i want my girl to stand up for me if im the man you are a bitch for letting her do that,1
my brother thincc im playing he keep putting the ac on fuccing wit me ill break it amp we will all be in this bitch burning uuuup,1
u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b gtchance,1
need to get outta that bitch meridian all bad now but as long as you getting that paper you good.,1
ha.. who can get the pussy quicker these days,1
stop whacking off in the shower queer boy!,1
hayfever is a cunt,1
you were supposed to hang w me this week nigger,1
bitch you be lagging lol,1
catch me fuckin off tonight ... nolinenowait in that bitch as well... meetmethere,1
rt on god i be thinking that . lol people at school be showing me this nigguh videos . im like he famous oss,1
me and my bitch song ifihadme,1
kangaroo jac ! a bitch wit dry weave rt fuck i look like hoe,1
this tastes like wolf pussy,1
rt guys say dont wear leggings if you dont got no ass ampi see you pussies walking around in muscle shirts without any mus,1
not us bitches,1
you tried to bit my bottom lip off like it was a snack bitch,1
lmao on the play! rt getting pussy is so easy when they believe youre omar eppss brother or the steelers head coachs son.,1
duh! youre my main bitch,1
they had a steak category. ran that bitch like a busto.,1
this is true... rt charlie clips the coldest battle rapper doing it. no debating!!!,2
i said i dont like it it tastes like wolf pussy what? how do you even know what that tastes like,1
rt rich homie and bird man gone be at mansion lan tonight,2
these bitches need to get out of bed and ill make them cheeseburgers imahomie,1
rt rt the game beats glocc in la full video via this bitch cop cant be s,1
wow and there are white people and there are crackers. guess which one u are.,1
view from the ghetto aint bad rio,2
better nig. lol but if anything ill flip u the or something. im tryna get some more cash,0
tell the hating niggah stfu,0
just seen the baddest bitch in tower city... my heart just got warm,1
rt smh bitch sellin her ass,1
rt our national bird the american bald eagle is an endangered species success story.,2
not as bad as a former psyqo nigger that likes anime,1
no feelins for a hoe that aint ma main thang ma niggahs on the same thang all ma niggahs gangbang ...,1
freaky bitch eat the dick while im playing madden,1
hoes,1
sounds like there are some major bitches in your area.,1
i trip on acid not bitches.,1
white trash okies dont count as real white people. to count as a white person you have to count a person. okies arent people.,0
trust me seattlegt we give thanksgiving its duegt a huge flightless bird? dream come true for european bird eaters.......,2
rt the most likely signs to be crazy bitches aries taurus gemini cancer leo virgo libra scorpio sagittarius capricorn aq,1
god damn flappy birds weak ass,1
rt i go on drudge report every day now hoping to see a story about your tranny army,2
rt if ur mine its obvious people are gna hit on u cause ur obviously attractive. but if u flirt back its a problem bitch,1
i guess niccas think if they owe you money for so long youll forget!,1
xx rt fat bitches with normal sized legs be looking like car keys.,1
rt yall act like your pussy did something magical because a nigga suddenly didnt pull out. naw he just didnt pull out,1
jealousy is such a bitch.,1
rt all the money in the world couldnt get you a real bitch. priceless,1
rt spike lee is one of those wealthy people he bitches about thats causing gentrification.,1
ima boss ass bitch bitch bitch,1
im such a bitch sometimes,1
he said caprisun and zebra cake,2
rt when you finally see the white kid that called you nigger on call of duty,1
finally got an updated pic with angel wing colored,2
sorry jb fanreally justin come back. that is the top comment on a justin timberlake video with million views. son of a fucking bitch!,1
neverrr play me for stupid because im far from it.. you bitches might be stupid. but not me,1
sheehey back door cuts still go un guarded! iu hoosierhoops hoosiers,2
un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im...,2
its everything to cut that bitch off,1
rt if he cant hear that pussy smacking then it aint wet enough!,1
niggah you friendzoned daaaaaaaam..,1
rt if i had a dollar for every time i fucked ur bitch,1
my ass just wont be on that hoe!,1
try this one mikey none of that hick shit...,1
goku shutting down hoes since,1
lol nigga them look like a combo of trash in your house amp trash at the dump,1
you hoe spice,1
rt tweeting about ur boyfriend wont get him off xbox live that nigga gotta kill streak rn bitch shut up,1
rt on some real nigga shit some bitches need slapped...,1
rt twitters home button is a birdhouse. when you join youre an egg. the logo is a bird. most people dont realize this.,2
ha! im actually going to see a yankee game as weird as it sounds. my uncles house in nj is an hour away.,2
neck titties then pussy,1
rt its am. and your man is with his other bitch. a computer. and you really cannot fucking compete.,1
theboondocks at my nicca!,2
where a prego bitch when i need one i have no milk an a whole box of cinnamon toast crunch man,1
rt if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . si,1
...in fact were i to start a forprofit university this would be the sole requirement for graduation!,2
this is so fucking hot!! scally sneakersex sockfetish sniff trainersex love me some kinky scallies,1
fuck are you talkin about?? rt its like the guy that asks for your number and then says you ugly and a bitch when you say no,1
im a couple bitches header ioeno em,1
these nigs like saying they miss the old vice,1
yeah bitch hit me up when you get friend zoned brody,1
i dont know im hoeless so i dont know where they congregate,1
some kid in an angry birds costume bumped into me and i fell over making something else fall over into something else which wobbled and..,2
you inferred he tried to ho to nam. he did not. he dodged it. he is no great leader.,2
all the hoes loyal,1
i support all of my niggaz and bitches doing dope shit on the west side and in my city la,1
rt like no bitch you didnt make the cut.,1
rt only ugly girls can fight. pretty bitches have no hands lol,1
another black man? what does that have to do with anything? once a monkey always a monkey chicago idiot,1
if yo name wus in this song you wus a hoe then amp a overgrown thot now....,1
id rather ask yours is she a nappy headed hoe too? and is your grandma as well? id be ashamed to be in your family.,1
abed looks like he has to take a shit bro pic brolic boyswhotakepicsinsuits tie swag hoes on us,1
rt dont get your panties in a twist. just take them off and let my tongue twist around in your pussy instead.,1
i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.,1
i was hangin on them corners late pockets wasnt straight bitch! i aint gon make it at this rate dawg.. know what im sayin?,1
this weight issue of mine really needs a good bitch slapp.,1
rt dude does his girlfriends mom trashes her wedding. mopes to folk rock. explainafilmplotbadly,1
there is nothing wrong with ariana grande..... just cause she dont look like hoe.... yall gotta a problem...,1
ibs irritable bitch syndrome.,1
w bitch,1
rt drinking veuve cliquot and eating marshmallows basically because im a classy bitch.,1
rt i know how in the moment people can be. especially guys. so excuse me for not trusting you being fucked up around hoes.,1
women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly silly hoe.,1
wait did take my brownies??,2
this ho on lifetime cray,1
christianbale should be kissing moses ass for his fight with god otherwise we might all be fucking deadgt retarded ass actor faggot,1
rt i think zlatan even has class in the way he talks trash,2
this pic is trash. d!ck is dry af.,1
rt in conclusion lois lerner is a giant bitch.,1
if i was stranded on a desert island and i could only bring thing i would bring dora. that hoe has everything in that backpack.,1
work right now is bitch,1
right the same bitches saying positive vibes are the same bitches making fun of someones weight.,1
may the bird of paradise fly up your nose. may an elephant caress you with his toes. may your wife have runners u,2
rt niggas wearing toms amp uggs amp bitches wearing jays amp timbs. lol this aint what usher meant when he said trading pla,1
i is colored latino and some jewish. when i move in i dont ruin the neighborhood i wipe it out!,2
lol fuck these lil bitches aint shit to peep wassup w you tho,1
i know right. get one guy out!! man! you had one job josh outman! yankees,2
im organizing a cease fire between bald headed bitches and weave !,1
i was at a red light on decatur amp lake mead amp some bitch that knew me was too happy to see melike bitch was finna get in my passenger seat,1
rt water is wet. rt nike dc is trash.,0
fucking twat rt xavi checking the grass haha,1
when a hoe go back to her roots,1
rt i cannot fuck with a broke bitch!,1
an if u aint a hoe get up out my trap hoooouusssee!!!!,1
tweet but dont text back ok fag,1
girl you know i was spitting that g shit to you amp you was going lbvsbitch plz,1
one of best looks too. rt charlie weis couple months ago hanging wnelly,2
yeah bitches. you know he was hot shit back in the day,1
rt so ike just had to punch a nigga for harassing a young lady on ga ave and florida ave in nw dc youoksis,1
fronting bitches get that i just got off the island dick. then i never hit them up again because im a fronting ass nigga,1
the met office has issued an amber warning of snowat least its not a warning of amber snow.posh word for yellow.,2
id like to rape the bitch that posted that.,0
lets go la support my niccas no matter what,1
rt even though a bird can fly it must land on earth.,2
rt always a fat bitch in the handicap spot but never a dude in a wheelchair.,1
janemba is better than yo pussy ass,1
aight bet we in that bitch too,1
dont get it twisted its my shit. bow down bitches.,1
all my bitches love me all my all my bitches love me all my bitches love me. you aint fuckin with my dougie,1
rt freeze bitch im gonna steal your heart,1
rt thats the type of bitch that i hate,1
why is this bitch throwing condoms? lmao,1
im a ghetto ass nigga you suburban,1
yall so fuckin trash yo!!! man them niggas gonna win the skins trash,1
did the italian bird just call janet a calzone? uncletweet,2
i almost blacked out.... little cunt was disrespecting my turtle.... and we dont disrespect gorilla.,1
someone bitch slap me into the lake if you see me on fb tomorrow. i suspect my hard core gop friends will be all over this.,1
rt forget your typical graduation speech. charlie day manages to be hilarious and inspirational in todays mifvotd,2
ion sneak diss on broke bitches,1
rt ladies if your pussy sounds like this please hit my dms. i need you for a science project,1
walk in the party boot up yo hoe,1
k dude seriously im not retarded so stop talking to me like i am or ill start being retarded and make you change my drool cup,1
bitch ass,1
ive never had a problem w anybody here ive been w the company for a year and then this snitch fucking bitch is trying to get me fired,1
rt you know shes a dyke when she asks for mens golf clubs,0
rt what was that you tweeted? i cant concentrate enough to read it over all your sadlooking boob and pussy pics. men prob,1
sex should be a reward in a relationship. nigga has never done anything for you whatsoever yet you still give him the pussy...smh,1
im talking about the pucture of the pussy cat you nit twit,1
rt in the trash i hope. rt just dropped four new songs,2
the beautiful fairy pools near glenbrittle on the isle of skye scotland,2
rt pussy pussy pussy i smell ya frum bout a mile away,1
thats lil nig,1
rt twitter has a bird as its logo thats why when you join youre an egg and your home button is a birdhouse. why am i ...,2
. pretty close trash ass nigga quote this and ill guess your body count,1
you could be viewing the future through rosecolored glasses t... more for libra,2
stop being a pussy son and shove that needle into your own heart! afterearth,1
bitch please,1
rt austin mahone is making bitches horny right now...,1
rt all you do is fucking bitch.,1
rt cant give these hoes a inch cuz theyll try to take mile,1
so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window. fuck off and get a real job,1
rt the last bitch i fucked was a mixed breed,1
rt cmchat why do u think its so hard forhick hopget major air time on most stations cmchat when its w,2
rt feb jordan retro remastered oreo,2
amennn!!!!! if your girlfriend doesnt like that bitch you dont talk to that bitch,1
like bitch that aint even attractive smh,1
bitches,1
bitches with trash pussy always want unprotected sex,1
sometimes im just like wow this bitch had the audacity to talk shit .... look at you and your life then look at me and mine,1
im askin you negro lol,1
she got ass this bitch got hips this bitch got thighs. this bitch here fine this bitch here bad she all the way live.,1
my nicca swear he can see me in madden lol,2
most these bitches aint real,1
lmao fucking snake bitches em,1
not a bitch thats for sure,1
how im supposed to know you not just a butch dyke if yeen got a beard my man?,1
rt goodbye you faggot,1
conan obrien needs to get a life with that million..monkey food maybe.,2
call him a cock blocking faggot,0
cant get no money from me you silly hoe,1
rt girlfriends hate them friendly bitches,1
i be lonely i have no hoes,1
if this bitch new the amount of shit i spoke bout her on my twittah lol,1
real shit. now if the bitch want some grapes or something thats different.,1
my nephew keeps tryna kiss me and im like bitch you got zero followers dismiss yourself.,1
you said thats yo bitch but that bitch look fu,1
dont fuck widd no baby ass bitch in the words of deja lol,1
rt that nigger made the shit out of my coffee.,0
ha bill bellicheck wouldnt give an interview what a pussy!!!! hey bill karmas a bitch!!!!!!!!,1
rt it all depends on the female dawg usually thats how it is with these hoes but the genuine women fuck w,1
my bitch bad,1
everyone that says letsmakeitawkward is a queer. justmadeitawkward,1
best of luck to tino the bambino martinez in miami your legacy is saved lol marlins yankees redsox mlb,2
rt well maryland is just a bunch of hateful rednecks anyway.,0
he triesto cause drama between people he said that you called me a bitch and i know you didnt hahahaaha,1
no bitches nan,1
rt fake eyelashes are okay if they look natural but some of you bitches look like you gonna take flight if you blink too fa,1
eda!! the queers at aa! lol,0
you fucking fag this is exactly what i am talking about women are pigs,0
you and that bbw shit can get tf off this planet. take these stud hoes with you too.,1
i dont give a flying fuck what a teabagger piece of human garbage like you thinks,0
im fucking around with two bitches but i never made those hoes my mistress,1
rt autocorrect its a bitch,1
hes a cheating wetback,1
and on that note im out dis bitch,1
slapahoe,2
the steelers new uniforms look like homosexual bumblebees. wtf?,1
enjoy itim happy for youbut i hate the yankeesand yes the sox did choke,2
just said u.s.was full of nicegivingsmart ppl.i thought we were meanunexceptionalbitter clingers?evolved?,2
use coconut oil faggot,1
rt im a bitch but a sweetheart u feel me,1
bye bitch.,1
rt these hoes aint loyal,1
soft shit? are you handicapped or retarded?,0
makes a wise argument about the accelerated warholian notion of celebrity in the era of vine passing teens mock my old wrinkled balls,1
rt seahawks fans are scheduled to meet up at pier on sat. pm to trash talk and heckle san franciscans! be prepared! wear,2
